,Model,Scenario,Region,Variable,Unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
791,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Central America and Caribbean,Primary Energy|Oil,EJ/yr,1.779245,1.955344,1.902396,1.84195,1.734297,1.646341,1.473834,1.274856,1.105083,0.9083309,0.7003955,0.5457496,0.478809699999999,0.425280699999999,0.3499405,0.2557526,0.211146999999999,0.1664644,0.1339989,0.08547329
792,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Central Asia,Primary Energy|Coal,EJ/yr,1.358117,1.730347,1.871918,2.138328,2.038296,1.758984,1.379291,1.313553,1.290694,1.230735,1.219892,1.15377,1.048489,0.888243,0.7218913,0.557292,0.4528755,0.3573279,0.280002,0.1803513
793,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Central Asia,Primary Energy|Gas,EJ/yr,3.276767,3.802419,4.080247,4.419452,4.64273,4.997095,4.64644,4.295536,3.833868,3.17239399999999,2.667504,2.301389,2.082531,1.745108,1.323753,0.9193706,0.8549688,0.7861206,0.7648133,0.6483579
794,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Central Asia,Primary Energy|Oil,EJ/yr,1.211816,1.314737,1.513911,1.490689,1.55927,1.591799,1.549389,1.428753,1.295489,1.056167,0.857625,0.694819499999999,0.6124839,0.521606,0.4180531,0.3166433,0.270096,0.226948999999999,0.1886318,0.121507399999999
795,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|China,Primary Energy|Coal,EJ/yr,53.01266,75.4935699999999,86.5517199999999,95.77228,71.31406,57.44224,44.90961,36.05929,25.9469399999999,20.56674,18.62734,17.34443,16.1290899999999,13.81776,10.90393,7.814247,6.59721499999999,5.462455,4.696751,3.417919
796,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|China,Primary Energy|Gas,EJ/yr,1.524769,4.386881,6.58799999999999,8.165898,7.079321,6.454435,6.764056,7.79561799999999,9.629935,7.953524,7.073384,6.770347,6.548366,6.052289,5.550265,5.11958899999999,5.420548,5.627864,5.696841,5.442705
797,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|China,Primary Energy|Oil,EJ/yr,15.89233,21.29968,25.55765,27.38559,29.29516,30.23522,30.06167,28.4407599999999,26.3343,20.13352,13.19714,11.58615,10.40518,9.063735,7.576453,6.16620999999999,5.853997,5.179972,4.633499,3.63705
798,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Colombia,Primary Energy|Coal,EJ/yr,0.1164125,0.1282587,0.1773426,0.1841414,0.1929154,0.1948499,0.1730726,0.1592284,0.176103,0.1854285,0.1646819,0.1354299,0.115499,0.08852928,0.0692083,0.05449151,0.05143198,0.04718434,0.04230701,0.03241759
799,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Colombia,Primary Energy|Gas,EJ/yr,0.2562214,0.3299764,0.3528892,0.4013115,0.439833,0.5026188,0.5219031,0.519579799999999,0.4881197,0.4799657,0.4990344,0.5092885,0.5395278,0.5556726,0.545547999999999,0.478163799999999,0.469213099999999,0.4244684,0.3969654,0.3121712
800,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Colombia,Primary Energy|Oil,EJ/yr,0.5487794,0.6226642,0.6769604,0.6613729,0.672049,0.6962259,0.7037316,0.6549528,0.574166,0.4451615,0.3464724,0.2363652,0.20629,0.161404399999999,0.1178382,0.08343987,0.08121771,0.07053001,0.0578169999999999,0.03237518
801,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|EU-12,Primary Energy|Coal,EJ/yr,4.71893099999999,4.61820999999999,4.103827,4.187727,2.602576,1.212888,0.707138199999999,0.5036288,0.373528,0.279815,0.3180643,0.3160588,0.2838193,0.24478,0.2036953,0.1644985,0.1555445,0.141995899999999,0.1140015,0.08508986
802,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|EU-12,Primary Energy|Gas,EJ/yr,2.835706,2.531632,2.219416,2.640506,1.83686,1.357611,1.110253,1.104588,1.266902,1.080425,0.969456099999999,0.862569199999999,0.772705099999999,0.6746763,0.5605149,0.4534688,0.4316198,0.4008207,0.366533099999999,0.297406
803,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|EU-12,Primary Energy|Oil,EJ/yr,3.01618499999999,3.07169599999999,2.944493,2.975977,2.956852,2.77254599999999,2.387447,1.977783,1.223211,0.4627757,0.2350303,0.141528,0.104095699999999,0.04797954,0.01561177,0.003543869,0.002592527,0.001224945,0.001064916,0.00051729
804,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|EU-15,Primary Energy|Coal,EJ/yr,9.42370399999999,7.95049299999999,7.60649799999999,6.913864,4.39978399999999,2.08914399999999,1.326542,0.9748376,0.7734751,0.5824664,0.5081806,0.4997439,0.5030823,0.496026099999999,0.4759095,0.438250599999999,0.3995978,0.3619567,0.3272768,0.289064
805,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|EU-15,Primary Energy|Gas,EJ/yr,16.08004,16.71884,13.24011,13.43005,7.80095599999999,4.80990899999999,3.186752,2.879934,3.457518,2.873215,2.722107,2.667435,2.642884,2.41608,2.091265,1.752202,1.74366699999999,1.666219,1.6021,1.302748
806,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|EU-15,Primary Energy|Oil,EJ/yr,27.9269099999999,24.70601,22.59597,22.20816,20.3001,18.41271,17.28385,14.55147,10.2676199999999,4.94221,2.823109,1.890196,1.522573,0.778022999999999,0.214848,0.05806125,0.05424671,0.0319334,0.02471632,0.01009497
807,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Europe_Eastern,Primary Energy|Coal,EJ/yr,1.596167,1.67802599999999,1.329291,1.28865499999999,1.215178,1.083787,0.7135906,0.5088127,0.406347099999999,0.3246038,0.2188255,0.122549399999999,0.07804434,0.04350732,0.02505555,0.01312522,0.01290202,0.01233296,0.01165556,0.005713955
808,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Europe_Eastern,Primary Energy|Gas,EJ/yr,3.904782,3.061991,2.048319,2.054538,1.958649,1.939357,1.75169399999999,1.580439,1.391099,1.07313899999999,0.856227199999999,0.711162699999999,0.6246292,0.510182799999999,0.3960385,0.3134648,0.3198528,0.318096999999999,0.3193894,0.2766374
809,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Europe_Eastern,Primary Energy|Oil,EJ/yr,0.9923677,0.9382264,0.7764095,0.7291562,0.7257754,0.71338,0.6914607,0.6375434,0.5884239,0.519767699999999,0.4420203,0.3631071,0.3354748,0.2763339,0.2070301,0.1397065,0.103907199999999,0.07404111,0.05490958,0.03045806
810,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Europe_Non_EU,Primary Energy|Coal,EJ/yr,1.590903,1.99774,2.079663,2.090493,1.804808,1.481188,0.8208687,0.5712036,0.4895281,0.440656499999999,0.5057664,0.5247454,0.5144379,0.422379,0.3163994,0.2355259,0.209529299999999,0.1827473,0.1575646,0.1007053
811,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Europe_Non_EU,Primary Energy|Gas,EJ/yr,1.18163,1.558104,1.872213,2.16927,2.260756,2.39412,2.244206,2.104545,1.915847,1.301701,1.075533,0.9825303,0.9488309,0.878960199999999,0.7945462,0.7100634,0.6990387,0.6179963,0.5818508,0.4710205
812,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Europe_Non_EU,Primary Energy|Oil,EJ/yr,1.86388,1.922455,2.293082,2.36425299999999,2.392954,2.36342,2.29008,2.1155,1.97161899999999,1.69324799999999,1.375111,1.155253,1.05366,0.9075135,0.712090199999999,0.509915799999999,0.4155979,0.343646,0.2970426,0.215765
813,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|European Free Trade Association,Primary Energy|Coal,EJ/yr,0.04289392,0.04018682,0.0412779999999999,0.04446915,0.04363069,0.04101951,0.03578006,0.03034503,0.02718645,0.02149656,0.02434493,0.02489337,0.02487506,0.02345572,0.02060363,0.01686353,0.01449627,0.01204469,0.009764786,0.006509959
814,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|European Free Trade Association,Primary Energy|Gas,EJ/yr,0.3038758,0.380407999999999,0.3871461,0.4387449,0.4074443,0.3702885,0.3059107,0.2417893,0.2461518,0.2387976,0.219011999999999,0.1975736,0.1957803,0.1930162,0.1800059,0.1579241,0.163635299999999,0.1586686,0.1506214,0.115909199999999
815,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|European Free Trade Association,Primary Energy|Oil,EJ/yr,1.002837,0.9692145,0.8725554,0.8435627,0.8010156,0.7367325,0.6725827,0.6073164,0.5416513,0.4900135,0.4134307,0.3064999,0.2898366,0.261299,0.222545399999999,0.1754279,0.1566678,0.1425776,0.1340966,0.108522399999999
816,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|India,Primary Energy|Coal,EJ/yr,7.637142,11.53768,15.4141799999999,18.05805,18.61274,17.61885,14.0714,11.49978,10.26755,10.39955,11.08539,9.573106,7.813206,5.361797,3.489953,2.34449,2.092286,1.841234,1.605497,1.247587
817,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|India,Primary Energy|Gas,EJ/yr,1.330701,2.27628499999999,1.88792799999999,2.553665,3.37493399999999,3.978102,4.322362,4.727848,5.032322,4.70061,4.577022,4.53734499999999,4.720212,4.673836,4.495232,4.316102,4.718486,5.066902,5.515048,5.57878
818,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|India,Primary Energy|Oil,EJ/yr,5.278903,6.750727,8.45622,9.039238,10.57472,11.5904,12.32827,12.38017,11.94868,10.90178,9.213479,7.839582,7.042774,6.193598,5.307829,4.38936299999999,4.0149,3.60556399999999,3.163355,2.187136
819,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Indonesia,Primary Energy|Coal,EJ/yr,0.9134793,1.124089,1.719495,2.05194399999999,2.029268,1.88316699999999,1.333684,0.857026199999999,0.6502025,0.6235279,0.7217722,0.6587742,0.569632699999999,0.3977526,0.2603699,0.1674382,0.1469509,0.1292229,0.1085775,0.0710093
820,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Indonesia,Primary Energy|Gas,EJ/yr,1.222982,1.59021299999999,1.568954,2.014852,2.476394,3.051151,3.34862699999999,3.692314,3.772571,3.604973,3.497235,3.27703399999999,3.10214,2.807317,2.337591,1.810445,1.75380299999999,1.69854199999999,1.721071,1.601588
821,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Indonesia,Primary Energy|Oil,EJ/yr,2.786295,2.886081,3.30471299999999,3.428808,3.76883099999999,4.139923,4.331077,4.234699,3.860959,3.149132,2.41944,1.746688,1.421006,1.098434,0.8190338,0.596494699999999,0.5210675,0.463385499999999,0.4055399,0.2700013
822,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Japan,Primary Energy|Coal,EJ/yr,4.473194,4.656325,4.922258,4.718917,3.414112,2.164796,1.467453,1.072817,0.862323,0.7186581,0.685431,0.67178,0.6528282,0.5615709,0.4754566,0.3787926,0.3249046,0.2726802,0.2347742,0.1872915
823,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Japan,Primary Energy|Gas,EJ/yr,3.00617099999999,3.647868,4.22876699999999,4.399625,3.728365,3.300666,2.50372,1.889756,1.061879,0.8677036,1.000358,1.116326,1.246564,1.161051,1.063283,0.9006738,0.902044,0.8969396,0.912450499999999,0.8168299
824,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Japan,Primary Energy|Oil,EJ/yr,10.33425,8.506895,7.953021,7.673045,7.13671799999999,6.56004299999999,5.828002,4.905474,3.822061,2.09235299999999,1.421159,1.097515,0.9817796,0.8643814,0.7329678,0.58104,0.488168099999999,0.3897142,0.3141912,0.2111352
825,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Mexico,Primary Energy|Coal,EJ/yr,0.526162199999999,0.5914685,0.6042509,0.567685099999999,0.5468913,0.4679965,0.2746507,0.1808647,0.1566881,0.140769799999999,0.1594091,0.1704383,0.1798344,0.1690216,0.146451299999999,0.1189715,0.111530399999999,0.1039985,0.09508812,0.07221882
826,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Mexico,Primary Energy|Gas,EJ/yr,1.95684,2.4522370000000002,2.639099,2.725223,2.705691,2.806165,2.606451,2.339485,2.163113,1.985132,1.948794,1.898514,1.935197,1.947186,1.907706,1.74429,1.68477599999999,1.47054699999999,1.341507,1.090152
827,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Mexico,Primary Energy|Oil,EJ/yr,4.289926,4.307412,4.171343,4.021514,3.904007,3.833429,3.661773,3.267557,2.857153,2.132184,1.590736,1.03856,0.9416761,0.6351715,0.3847345,0.1982866,0.144571,0.08887967,0.05721402,0.02601732
828,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Middle East,Primary Energy|Coal,EJ/yr,0.3903949,0.402464099999999,0.4291077,0.419517599999999,0.4051628,0.3778028,0.2741258,0.1837714,0.1312452,0.1115305,0.1195737,0.1302539,0.1424474,0.1418818,0.1309706,0.1117693,0.1123391,0.1107986,0.1059872,0.0833908
829,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Middle East,Primary Energy|Gas,EJ/yr,8.915522,13.01641,16.73291,17.32361,17.2704299999999,17.10771,15.16647,14.40012,13.48746,12.2159,11.84309,11.51233,11.2811,11.00418,10.41692,9.436896,9.533286,9.30206499999999,9.307762,9.351044
830,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Middle East,Primary Energy|Oil,EJ/yr,12.48828,15.41796,16.91881,16.0894,15.9840299999999,16.5554299999999,16.44963,15.59977,14.29452,11.6377899999999,9.936093,8.624668,7.730377,6.851382,5.81369,4.719758,4.208906,3.695261,3.207491,2.322237
831,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Pakistan,Primary Energy|Coal,EJ/yr,0.1562626,0.1751845,0.210639399999999,0.264195099999999,0.2750438,0.2901064,0.2694831,0.2389352,0.2130347,0.1783102,0.1383964,0.1013715,0.08025116,0.06108921,0.04877194,0.03957357,0.0382188,0.03592678,0.03340622,0.02545741
832,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Pakistan,Primary Energy|Gas,EJ/yr,1.07813999999999,1.130961,1.174627,1.391859,1.450934,1.506585,1.572272,1.762633,1.910256,1.90184,1.911688,1.905613,1.955549,1.905438,1.804455,1.734005,1.951555,2.140044,2.345544,2.318316
833,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Pakistan,Primary Energy|Oil,EJ/yr,0.7172674,0.8852804,1.114121,1.10826,1.118193,1.13327999999999,1.157601,1.18657299999999,1.151848,1.02624,0.9147719,0.8224365,0.8021339,0.7395875,0.6373856,0.5031846,0.4418235,0.3662098,0.288646099999999,0.174216799999999
834,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Russia,Primary Energy|Coal,EJ/yr,5.202913,4.992274,5.36207699999999,5.16292,4.52943499999999,3.962595,2.827527,1.726218,1.024289,0.6661037,0.389270099999999,0.2152179,0.1593436,0.1115658,0.07229194,0.04297082,0.04211965,0.03758064,0.03460555,0.0237324
835,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Russia,Primary Energy|Gas,EJ/yr,17.03998,18.60464,18.03765,17.74084,16.9204,16.3139,14.37891,12.53961,10.4704199999999,7.982406,5.846682,4.590091,4.026962,3.192052,2.410597,1.981905,2.090216,2.158339,2.23469,2.080336
836,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Russia,Primary Energy|Oil,EJ/yr,6.965174,7.35776799999999,7.154657,6.804982,6.791469,6.69668,6.444309,5.967123,5.425184,4.586036,3.757681,3.025862,2.650324,2.163617,1.613585,1.07057199999999,0.7847085,0.5470366,0.3869371,0.209240999999999
837,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South Africa,Primary Energy|Coal,EJ/yr,3.736386,4.092085,3.951084,3.871925,3.420862,2.75676199999999,1.875414,1.261128,0.7850041,0.6645699,0.6950329,0.6448949,0.5745644,0.451991799999999,0.3304342,0.2150582,0.1862579,0.1524601,0.1196166,0.06203235
838,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South Africa,Primary Energy|Gas,EJ/yr,0.1173861,0.1625878,0.1827479,0.1873042,0.1900493,0.2073385,0.2304772,0.2492672,0.2610986,0.2500264,0.2342616,0.220127799999999,0.2251841,0.2455251,0.2854993,0.3334661,0.3891813,0.4459883,0.5269224,0.60929
839,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South Africa,Primary Energy|Oil,EJ/yr,1.00537,1.189989,1.320983,1.196498,1.161717,1.213466,1.283963,1.311443,1.259701,1.038841,0.870763699999999,0.7724223,0.6978644,0.6088177,0.5177074,0.4336782,0.4129428,0.3826433,0.331961,0.2273549
840,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South America_Northern,Primary Energy|Coal,EJ/yr,0.00271413,0.00951462,0.00577102,0.006172034,0.00685645,0.008944968,0.01085376,0.01222655,0.01085093,0.00637677199999999,0.005368214,0.005367995,0.005883194,0.005265699,0.004071271,0.002815126,0.003099168,0.003053848,0.002973977,0.001498152
841,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South America_Northern,Primary Energy|Gas,EJ/yr,0.9694045,1.074902,0.9061403,0.924813099999999,0.9363899,1.00602099999999,0.9719277,0.9487445,0.9438576,0.9229812,0.9414559,0.9453949,0.9853389,0.9620459,0.8668679,0.7577348,0.797050399999999,0.8052154,0.8259464,0.7383603
842,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South America_Northern,Primary Energy|Oil,EJ/yr,1.510031,1.961807,1.53183,1.475163,1.465925,1.539864,1.525316,1.348223,1.136422,0.8666103,0.669833199999999,0.562080199999999,0.5251593,0.4916892,0.4462521,0.369062099999999,0.3286013,0.2732244,0.2130244,0.1340492
843,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South America_Southern,Primary Energy|Coal,EJ/yr,0.1526168,0.229132299999999,0.3414663,0.316623999999999,0.3037901,0.264816599999999,0.14626,0.08009589,0.0760429,0.0865928,0.1177016,0.1283703,0.1372282,0.1222119,0.09700386,0.07067229,0.06475689,0.05772785,0.05086814,0.03487487
844,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South America_Southern,Primary Energy|Gas,EJ/yr,0.4324707,0.5437718,0.648675599999999,0.6910028,0.712529,0.786416199999999,0.7434682,0.7361791,0.8104564,0.8973931,0.9309818,0.9432594,0.9948329,0.9867658,0.9169625,0.7575238,0.7033441,0.6068264,0.551226099999999,0.460833299999999
845,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South America_Southern,Primary Energy|Oil,EJ/yr,1.434663,1.92654399999999,2.029607,1.979857,1.974032,2.040648,2.012395,1.826763,1.624723,1.27176,0.9496964,0.6821661,0.5635666,0.4466643,0.3276496,0.2212817,0.1995726,0.1643762,0.1294488,0.07047605
846,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South Asia,Primary Energy|Coal,EJ/yr,0.04425115,0.07859532,0.2593238,0.3384089,0.3491709,0.3185537,0.2592218,0.2224392,0.1972746,0.1684997,0.1449342,0.131853799999999,0.1325103,0.127609,0.1244178,0.1204671,0.1220766,0.1207551,0.117561699999999,0.1079981
847,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South Asia,Primary Energy|Gas,EJ/yr,0.444866799999999,0.7303666,0.9143119,1.263975,1.417029,1.509491,1.363176,1.490692,1.747157,1.85883499999999,1.918398,1.97498499999999,2.10606,2.079175,1.924718,1.751958,1.974147,2.16912799999999,2.391368,2.32105
848,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South Asia,Primary Energy|Oil,EJ/yr,0.5354323,0.5792689,0.7550188,0.826842199999999,0.945367699999999,1.044466,1.074927,1.083756,1.053845,0.9428905,0.8222712,0.7075935,0.6790388,0.630549,0.5650191,0.469513299999999,0.433224899999999,0.3712957,0.3002152,0.190833
849,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South Korea,Primary Energy|Coal,EJ/yr,2.302238,3.162368,3.51265,3.776111,2.62212299999999,1.540573,0.8454108,0.4221424,0.2351219,0.107314,0.109018,0.09526651,0.09722344,0.06972256,0.04801487,0.03239657,0.02609675,0.01886969,0.01490777,0.005454361
850,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South Korea,Primary Energy|Gas,EJ/yr,1.170427,1.654464,1.701411,1.726938,1.782566,1.761416,1.300141,0.9685035,0.6235105,0.3896456,0.3763977,0.3820742,0.4146568,0.369946299999999,0.3415099,0.1955319,0.139641299999999,0.08236958,0.06762983,0.027085
851,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|South Korea,Primary Energy|Oil,EJ/yr,4.388422,4.483964,4.977798,4.863652,4.739116,4.568313,4.232824,3.686353,2.967333,2.046696,1.693729,1.52972,1.395314,1.168472,0.6844343,0.06551398,0.01496256,0.000243650999999999,2.36e-05,6.69e-06
852,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Southeast Asia,Primary Energy|Coal,EJ/yr,2.14217,2.747588,3.392868,4.252133,4.085979,3.644857,2.21629,1.499517,1.113956,0.9481767,0.9359714,0.8777501,0.8849186,0.7793296,0.6103843,0.4148382,0.3804697,0.3399728,0.300112099999999,0.2018327
853,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Southeast Asia,Primary Energy|Gas,EJ/yr,3.084616,3.608926,4.23683,4.965258,5.28815999999999,5.66109499999999,5.118916,4.921422,4.498668,4.288018,4.53231399999999,4.609982,4.80709,4.751738,4.37718,3.604545,3.622845,3.508539,3.58768799999999,3.35144599999999
854,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Southeast Asia,Primary Energy|Oil,EJ/yr,6.682007,8.154255,8.689582,9.042199,9.789796,10.3520899999999,10.56973,10.40591,10.08988,9.005881,7.694049,6.40428799999999,5.780655,4.964302,4.044807,3.123707,2.810981,2.45716,2.123288,1.463394
855,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Taiwan,Primary Energy|Coal,EJ/yr,1.76958,1.823009,1.763612,1.869606,1.72162,1.48521,0.988913199999999,0.5310066,0.2961298,0.2154005,0.1373992,0.09749935,0.08857123,0.07819292,0.07093122,0.05845277,0.04832059,0.04421739,0.04295613,0.03592651
856,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Taiwan,Primary Energy|Gas,EJ/yr,0.4255313,0.6155397,0.7278348,0.882355999999999,0.967161,1.116172,1.11565,1.045969,0.7619218,0.3253136,0.2789715,0.266945,0.278783,0.2888842,0.3248867,0.374014,0.4424722,0.4917122,0.5490879,0.6101128
857,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|Taiwan,Primary Energy|Oil,EJ/yr,2.067197,2.129321,1.941716,1.885513,1.861335,1.846449,1.809382,1.70064,1.580806,1.42026299999999,1.240686,1.12685599999999,1.06218,0.9912174,0.8935033,0.7738944,0.6998701,0.631019,0.5699269,0.4681661
858,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|USA,Primary Energy|Coal,EJ/yr,23.42813,21.5979399999999,16.07465,9.761168,5.858059,2.023888,1.139606,0.7288981,0.4937902,0.330676,0.334378599999999,0.353373999999999,0.3661828,0.3609997,0.340273299999999,0.3046291,0.2694362,0.2348834,0.2043862,0.1675344
859,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|USA,Primary Energy|Gas,EJ/yr,21.62877,23.59168,27.09771,32.49642,26.05692,20.4374799999999,14.96187,12.5814,10.93252,9.535834,10.6073899999999,11.55514,12.29528,12.11761,11.6821,10.66873,10.23776,9.506896,8.833689,7.24543999999999
860,GCAM5.3_NGFS,Net Zero 2050,GCAM5.3_NGFS|USA,Primary Energy|Oil,EJ/yr,40.89192,35.90069,35.00657,35.7266,33.6699799999999,31.25772,29.31359,25.8114,20.41384,13.11882,9.161104,7.12201499999999,6.107645,5.29666,3.81972,2.461185,2.166231,1.831136,1.575377,1.084203
861,GCAM5.3_NGFS,Net Zero 2050,IDN,Primary Energy|Coal,EJ/yr,,1.124089,1.719495,2.05194399999999,2.029268,1.88316699999999,1.333684,0.857026199999999,0.6502025,0.6235279,0.7217722,0.6587742,0.569632699999999,0.3977526,0.2603699,0.1674382,0.1469509,0.1292229,0.1085775,0.0710093
862,GCAM5.3_NGFS,Net Zero 2050,IDN,Primary Energy|Gas,EJ/yr,,1.59021299999999,1.568954,2.014852,2.476394,3.051151,3.34862699999999,3.692314,3.772571,3.604973,3.497235,3.27703399999999,3.10214,2.807317,2.337591,1.810445,1.75380299999999,1.69854199999999,1.721071,1.601588
863,GCAM5.3_NGFS,Net Zero 2050,IDN,Primary Energy|Oil,EJ/yr,,2.886081,3.30471299999999,3.428808,3.76883099999999,4.139923,4.331077,4.234699,3.860959,3.149132,2.41944,1.746688,1.421006,1.098434,0.8190338,0.596494699999999,0.5210675,0.463385499999999,0.4055399,0.2700013
864,GCAM5.3_NGFS,Net Zero 2050,IND,Primary Energy|Coal,EJ/yr,7.637142,11.53768,15.4141799999999,18.05805,18.61274,17.61885,14.0714,11.49978,10.26755,10.39955,11.08539,9.573106,7.813206,5.361797,3.489953,2.34449,2.092286,1.841234,1.605497,1.247587
865,GCAM5.3_NGFS,Net Zero 2050,IND,Primary Energy|Gas,EJ/yr,1.330701,2.27628499999999,1.88792799999999,2.553665,3.37493399999999,3.978102,4.322362,4.727848,5.032322,4.70061,4.577022,4.53734499999999,4.720212,4.673836,4.495232,4.316102,4.718486,5.066902,5.515048,5.57878
866,GCAM5.3_NGFS,Net Zero 2050,IND,Primary Energy|Oil,EJ/yr,5.278903,6.750727,8.45622,9.039238,10.57472,11.5904,12.32827,12.38017,11.94868,10.90178,9.213479,7.839582,7.042774,6.193598,5.307829,4.38936299999999,4.0149,3.60556399999999,3.163355,2.187136
867,GCAM5.3_NGFS,Net Zero 2050,JPN,Primary Energy|Coal,EJ/yr,4.473194,4.656325,4.922258,4.718917,3.414112,2.164796,1.467453,1.072817,0.862323,0.7186581,0.685431,0.67178,0.6528282,0.5615709,0.4754566,0.3787926,0.3249046,0.2726802,0.2347742,0.1872915
868,GCAM5.3_NGFS,Net Zero 2050,JPN,Primary Energy|Gas,EJ/yr,3.00617099999999,3.647868,4.22876699999999,4.399625,3.728365,3.300666,2.50372,1.889756,1.061879,0.8677036,1.000358,1.116326,1.246564,1.161051,1.063283,0.9006738,0.902044,0.8969396,0.912450499999999,0.8168299
869,GCAM5.3_NGFS,Net Zero 2050,JPN,Primary Energy|Oil,EJ/yr,10.33425,8.506895,7.953021,7.673045,7.13671799999999,6.56004299999999,5.828002,4.905474,3.822061,2.09235299999999,1.421159,1.097515,0.9817796,0.8643814,0.7329678,0.58104,0.488168099999999,0.3897142,0.3141912,0.2111352
